t	x	theta	dx	dtheta	ddx	ddtheta	
78.99	0.064267	0.0966139	0.232998	-0.519835	-0.147407	0.135112	
78.992	0.0647329	0.0955743	0.232704	-0.519564	-0.148691	0.137607	
78.993	0.0649653	0.0950551	0.232553	-0.519424	-0.149331	0.138853	
78.998	0.0661261	0.0924598	0.231799	-0.518714	-0.152529	0.14508	
78.9989	0.066332	0.091999	0.231663	-0.518585	-0.153096	0.146186	
79	0.0665893	0.0914228	0.231492	-0.518421	-0.153805	0.147569	
79	0.0665895	0.0914226	0.231492	-0.518421	-0.153805	0.147569	
79.002	0.0670524	0.0903857	0.231185	-0.518126	-0.155081	0.150057	
79.003	0.0672832	0.089868	0.231028	-0.517973	-0.155716	0.1513	
79.008	0.0684364	0.0872801	0.230242	-0.517201	-0.158893	0.15751	
79.0089	0.0686409	0.0868206	0.2301	-0.51706	-0.159456	0.158612	
79.01	0.0688964	0.0862462	0.229923	-0.516883	-0.16016	0.159991	
79.01	0.0688966	0.0862459	0.229922	-0.516883	-0.16016	0.159991	
79.012	0.0693564	0.0852122	0.229602	-0.516563	-0.161427	0.162472	
79.013	0.0695856	0.084696	0.229439	-0.516398	-0.162058	0.16371	
79.018	0.0707307	0.0821162	0.228621	-0.515564	-0.165211	0.169901	
79.0189	0.0709338	0.0816582	0.228474	-0.515412	-0.16577	0.171	
79.02	0.0711876	0.0810856	0.228289	-0.515222	-0.166469	0.172374	
79.02	0.0711877	0.0810853	0.228289	-0.515222	-0.166469	0.172374	
79.022	0.0716443	0.0800549	0.227956	-0.514877	-0.167726	0.174847	
79.023	0.0718718	0.0795404	0.227787	-0.514699	-0.168352	0.176081	
79.028	0.0730086	0.0769693	0.226937	-0.513803	-0.17148	0.18225	
79.0289	0.0732101	0.0765128	0.226785	-0.513641	-0.172035	0.183345	
79.03	0.073462	0.0759422	0.226593	-0.513436	-0.172728	0.184714	
79.03	0.0734622	0.0759419	0.226593	-0.513436	-0.172728	0.184715	
79.032	0.0739153	0.074915	0.226248	-0.513067	-0.173975	0.187178	
79.033	0.0741412	0.0744024	0.226072	-0.512876	-0.174596	0.188408	
79.038	0.0752693	0.0718405	0.225192	-0.511919	-0.177697	0.194553	
79.0389	0.0754693	0.0713858	0.225033	-0.511746	-0.178247	0.195644	
79.04	0.0757192	0.0708173	0.224835	-0.511527	-0.178934	0.197008	
79.04	0.0757194	0.070817	0.224835	-0.511527	-0.178934	0.197008	
79.042	0.076169	0.0697939	0.224477	-0.511133	-0.180169	0.199462	
79.043	0.0763931	0.0692833	0.224295	-0.510931	-0.180785	0.200687	
79.048	0.0775122	0.0667313	0.223384	-0.509912	-0.183858	0.206807	
79.0489	0.0777106	0.0662783	0.22322	-0.509728	-0.184403	0.207894	
79.05	0.0779585	0.065712	0.223015	-0.509496	-0.185083	0.209251	
79.05	0.0779587	0.0657118	0.223015	-0.509496	-0.185083	0.209252	
79.052	0.0784047	0.0646928	0.222645	-0.509078	-0.186307	0.211695	
79.053	0.0786269	0.0641842	0.222457	-0.508863	-0.186917	0.212915	
79.058	0.0797368	0.0616427	0.221515	-0.507783	-0.18996	0.219008	
79.0589	0.0799335	0.0611916	0.221346	-0.507588	-0.190499	0.220089	
79.06	0.0801793	0.0606277	0.221134	-0.507343	-0.191173	0.221441	
79.06	0.0801794	0.0606275	0.221133	-0.507343	-0.191173	0.221442	
79.062	0.0806217	0.0596128	0.220751	-0.5069	-0.192385	0.223874	
79.063	0.080842	0.0591065	0.220557	-0.506673	-0.192988	0.225088	
79.068	0.0819423	0.056576	0.219585	-0.505532	-0.196	0.231152	
79.0689	0.0821373	0.0561269	0.21941	-0.505326	-0.196533	0.232228	
79.07	0.082381	0.0555656	0.219192	-0.505068	-0.1972	0.233573	
79.07	0.0823811	0.0555653	0.219192	-0.505067	-0.1972	0.233574	
79.072	0.0828195	0.0545552	0.218797	-0.5046	-0.198399	0.235994	
79.073	0.0830378	0.0540512	0.218597	-0.504361	-0.198995	0.237202	
79.078	0.0841282	0.0515325	0.217595	-0.50316	-0.201974	0.243236	
79.0789	0.0843215	0.0510855	0.217415	-0.502944	-0.202502	0.244306	
79.08	0.0845629	0.0505268	0.21719	-0.502671	-0.203161	0.245645	
79.08	0.0845631	0.0505265	0.21719	-0.502671	-0.203161	0.245645	
79.082	0.0849975	0.0495212	0.216783	-0.50218	-0.204346	0.248053	
79.083	0.0852137	0.0490196	0.216577	-0.501929	-0.204936	0.249254	
79.088	0.086294	0.0465132	0.215545	-0.500668	-0.20788	0.255255	
79.0889	0.0864854	0.0460685	0.215361	-0.50044	-0.208402	0.25632	
79.09	0.0867246	0.0455126	0.215129	-0.500155	-0.209053	0.257651	
79.09	0.0867247	0.0455123	0.215129	-0.500155	-0.209053	0.257652	
79.092	0.087155	0.044512	0.21471	-0.499639	-0.210224	0.260046	
79.093	0.0873692	0.044013	0.214499	-0.499376	-0.210807	0.26124	
79.098	0.088439	0.0415195	0.213437	-0.498055	-0.213715	0.267207	
79.0989	0.0886285	0.0410771	0.213247	-0.497817	-0.21423	0.268266	
79.1	0.0888653	0.0405241	0.213009	-0.497519	-0.214873	0.269589	
79.1	0.0888655	0.0405238	0.213009	-0.497518	-0.214874	0.26959	
79.102	0.0892915	0.0395288	0.212579	-0.496979	-0.21603	0.27197	
79.103	0.0895035	0.0390325	0.212362	-0.496704	-0.216606	0.273157	
79.108	0.0905626	0.0365525	0.211271	-0.495324	-0.219477	0.279089	
79.1089	0.0907502	0.0361125	0.211076	-0.495075	-0.219985	0.280141	
79.11	0.0909846	0.0355626	0.210831	-0.494763	-0.22062	0.281455	
79.11	0.0909847	0.0355623	0.210831	-0.494763	-0.22062	0.281456	
79.112	0.0914064	0.0345728	0.21039	-0.4942	-0.221761	0.283822	
79.113	0.0916162	0.0340793	0.210167	-0.493913	-0.222329	0.285002	
79.118	0.0926642	0.0316134	0.209048	-0.492474	-0.225161	0.290895	
79.1189	0.0928498	0.031176	0.208848	-0.492215	-0.225662	0.29194	
79.12	0.0930818	0.0306292	0.208597	-0.49189	-0.226288	0.293247	
79.12	0.0930819	0.030629	0.208597	-0.49189	-0.226289	0.293247	
79.122	0.0934991	0.0296452	0.208144	-0.491303	-0.227414	0.295598	
79.123	0.0937067	0.0291546	0.207915	-0.491005	-0.227974	0.29677	
79.128	0.0947433	0.0267034	0.206768	-0.489506	-0.230766	0.302624	
79.1289	0.0949269	0.0262686	0.206563	-0.489237	-0.23126	0.303662	
79.13	0.0951563	0.0257252	0.206306	-0.488899	-0.231877	0.304959	
79.13	0.0951564	0.0257249	0.206306	-0.488898	-0.231878	0.30496	
79.132	0.0955691	0.0247471	0.205842	-0.488289	-0.232987	0.307294	
79.133	0.0957743	0.0242596	0.205608	-0.487978	-0.233539	0.308458	
79.138	0.0967994	0.0218237	0.204433	-0.486422	-0.23629	0.314271	
79.1389	0.0969809	0.0213916	0.204223	-0.486142	-0.236776	0.315302	
79.14	0.0972077	0.0208516	0.20396	-0.485791	-0.237384	0.31659	
79.14	0.0972078	0.0208514	0.203959	-0.485791	-0.237384	0.316591	
79.142	0.0976157	0.0198798	0.203485	-0.485157	-0.238477	0.318908	
79.143	0.0978186	0.0193954	0.203245	-0.484836	-0.23902	0.320063	
79.148	0.0988318	0.0169754	0.202043	-0.483221	-0.241729	0.325834	
79.1489	0.0990112	0.0165462	0.201828	-0.482931	-0.242208	0.326857	
79.15	0.0992353	0.0160098	0.201559	-0.482567	-0.242806	0.328135	
79.15	0.0992355	0.0160095	0.201558	-0.482567	-0.242806	0.328136	
79.152	0.0996386	0.0150444	0.201073	-0.481911	-0.243882	0.330436	
79.153	0.099839	0.0145633	0.200828	-0.481577	-0.244416	0.331582	
79.158	0.10084	0.0121597	0.199599	-0.479905	-0.247081	0.337308	
79.1589	0.101017	0.0117334	0.199379	-0.479605	-0.247552	0.338323	
79.16	0.101239	0.0112007	0.199104	-0.479228	-0.248141	0.339592	
79.16	0.101239	0.0112004	0.199104	-0.479228	-0.248141	0.339593	
79.162	0.101637	0.010242	0.198607	-0.478549	-0.249199	0.341875	
79.163	0.101835	0.00976428	0.198357	-0.478204	-0.249724	0.343012	
79.168	0.102824	0.00737766	0.197102	-0.476475	-0.252344	0.348692	
79.1689	0.102999	0.00695445	0.196877	-0.476165	-0.252808	0.349699	
79.17	0.103217	0.00642557	0.196596	-0.475776	-0.253386	0.350957	
79.17	0.103217	0.00642533	0.196596	-0.475775	-0.253386	0.350958	
79.172	0.103611	0.00547378	0.196089	-0.475073	-0.254426	0.353221	
79.173	0.103806	0.00499958	0.195833	-0.474717	-0.254942	0.354349	
79.178	0.104782	0.00263054	0.194552	-0.472932	-0.257517	0.359981	
79.1789	0.104955	0.00221047	0.194323	-0.472611	-0.257972	0.36098	
79.18	0.10517	0.00168555	0.194036	-0.47221	-0.25854	0.362227	
79.18	0.105171	0.00168531	0.194036	-0.472209	-0.25854	0.362228	
79.182	0.105559	0.00074089	0.193519	-0.471485	-0.259561	0.364472	
79.183	0.105751	0.000270311	0.193258	-0.471118	-0.260068	0.36559	
79.188	0.106714	-0.0020806	0.191952	-0.469276	-0.262596	0.371173	
79.1889	0.106885	-0.00249741	0.191718	-0.468946	-0.263043	0.372163	
79.19	0.107098	-0.00301824	0.191426	-0.468531	-0.2636	0.373399	
79.19	0.107098	-0.00301849	0.191425	-0.468531	-0.2636	0.3734	
79.192	0.107481	-0.00395555	0.190898	-0.467784	-0.264603	0.375624	
79.193	0.107671	-0.0044224	0.190632	-0.467406	-0.2651	0.376732	
79.198	0.108621	-0.00675461	0.189301	-0.465509	-0.26758	0.382265	
79.1989	0.108789	-0.00716807	0.189063	-0.465168	-0.268018	0.383245	
79.2	0.108999	-0.0076847	0.188765	-0.464742	-0.268565	0.38447	
79.2	0.108999	-0.00768494	0.188764	-0.464742	-0.268565	0.384471	
79.202	0.109376	-0.00861443	0.188227	-0.463973	-0.269548	0.386675	
79.203	0.109564	-0.00907744	0.187957	-0.463583	-0.270036	0.387772	
79.208	0.1105	-0.0113904	0.1866	-0.461631	-0.272467	0.393253	
79.2089	0.110666	-0.0118004	0.186358	-0.461281	-0.272897	0.394224	
79.21	0.110873	-0.0123127	0.186055	-0.460842	-0.273433	0.395437	
79.21	0.110873	-0.012313	0.186054	-0.460842	-0.273433	0.395438	
79.212	0.111245	-0.0132346	0.185508	-0.460051	-0.274396	0.397621	
79.213	0.11143	-0.0136937	0.185232	-0.459651	-0.274874	0.398707	
79.218	0.112353	-0.0159869	0.183852	-0.457644	-0.277256	0.404134	
79.2189	0.112516	-0.0163933	0.183605	-0.457284	-0.277677	0.405096	
79.22	0.11272	-0.0169012	0.183296	-0.456834	-0.278202	0.406297	
79.22	0.11272	-0.0169014	0.183296	-0.456833	-0.278202	0.406298	
79.222	0.113086	-0.0178151	0.18274	-0.456021	-0.279145	0.408459	
79.223	0.113268	-0.0182701	0.182459	-0.45561	-0.279613	0.409535	
79.228	0.114177	-0.0205429	0.181056	-0.453549	-0.281945	0.414907	
79.2289	0.114338	-0.0209457	0.180805	-0.453179	-0.282356	0.415859	
79.23	0.114539	-0.021449	0.180491	-0.452717	-0.28287	0.417048	
79.23	0.114539	-0.0214493	0.180491	-0.452717	-0.28287	0.417048	
79.232	0.1149	-0.0223547	0.179925	-0.451882	-0.283793	0.419187	
79.233	0.115079	-0.0228055	0.17964	-0.451461	-0.284251	0.420251	
79.238	0.115974	-0.0250575	0.178213	-0.449346	-0.286532	0.425567	
79.2389	0.116132	-0.0254566	0.177958	-0.448968	-0.286934	0.426509	
79.24	0.116329	-0.0259552	0.177639	-0.448493	-0.287436	0.427685	
79.24	0.116329	-0.0259554	0.177639	-0.448493	-0.287437	0.427686	
79.242	0.116685	-0.0268524	0.177064	-0.447637	-0.288339	0.429802	
79.243	0.116861	-0.0272989	0.176775	-0.447205	-0.288787	0.430855	
79.248	0.117741	-0.0295295	0.175325	-0.445038	-0.291015	0.436113	
79.2489	0.117897	-0.0299247	0.175067	-0.44465	-0.291409	0.437044	
79.25	0.118091	-0.0304185	0.174742	-0.444163	-0.2919	0.438208	
79.25	0.118091	-0.0304188	0.174742	-0.444163	-0.2919	0.438208	
79.252	0.118441	-0.0313071	0.174158	-0.443287	-0.292781	0.440301	
79.253	0.118614	-0.0317493	0.173865	-0.442844	-0.293218	0.441342	
79.258	0.11948	-0.0339579	0.172393	-0.440624	-0.295395	0.446541	
79.2589	0.119633	-0.0343492	0.17213	-0.440227	-0.295779	0.447462	
79.26	0.119824	-0.0348381	0.171802	-0.439729	-0.296258	0.448612	
79.26	0.119824	-0.0348383	0.171801	-0.439729	-0.296258	0.448613	
79.262	0.120168	-0.0357178	0.171209	-0.438832	-0.297119	0.450681	
79.263	0.120338	-0.0361555	0.170911	-0.438378	-0.297545	0.451711	
79.268	0.121189	-0.0383416	0.169418	-0.436107	-0.299669	0.456849	
79.2689	0.121339	-0.0387289	0.169151	-0.435701	-0.300044	0.457759	
79.27	0.121527	-0.0392128	0.168818	-0.435192	-0.300511	0.458896	
79.27	0.121527	-0.039213	0.168817	-0.435191	-0.300511	0.458896	
79.272	0.121865	-0.0400834	0.168216	-0.434274	-0.301351	0.460941	
79.273	0.122032	-0.0405165	0.167914	-0.43381	-0.301766	0.461958	
79.278	0.122868	-0.0426797	0.1664	-0.431488	-0.303837	0.467035	
79.2789	0.123016	-0.0430629	0.16613	-0.431072	-0.304202	0.467934	
79.28	0.1232	-0.0435416	0.165792	-0.430552	-0.304657	0.469057	
79.28	0.1232	-0.0435418	0.165792	-0.430551	-0.304657	0.469057	
79.282	0.123532	-0.0444029	0.165182	-0.429613	-0.305475	0.471077	
79.283	0.123696	-0.0448313	0.164876	-0.42914	-0.30588	0.472081	
79.288	0.124517	-0.046971	0.163341	-0.426767	-0.307897	0.477095	
79.2889	0.124662	-0.04735	0.163068	-0.426343	-0.308252	0.477983	
79.29	0.124843	-0.0478235	0.162725	-0.425811	-0.308696	0.479092	
79.29	0.124843	-0.0478237	0.162725	-0.425811	-0.308696	0.479092	
79.292	0.125168	-0.0486753	0.162107	-0.424852	-0.309492	0.481086	
79.293	0.12533	-0.049099	0.161797	-0.424369	-0.309886	0.482078	
79.298	0.126135	-0.0512147	0.160243	-0.421946	-0.311849	0.487028	
79.2989	0.126277	-0.0515894	0.159965	-0.421513	-0.312195	0.487904	
79.3	0.126455	-0.0520575	0.159618	-0.42097	-0.312626	0.488999	
79.3	0.126455	-0.0520577	0.159618	-0.42097	-0.312626	0.488999	
79.302	0.126774	-0.0528996	0.158993	-0.419992	-0.313401	0.490967	
79.303	0.126932	-0.0533184	0.158678	-0.419499	-0.313784	0.491946	
79.308	0.127722	-0.0554096	0.157105	-0.417027	-0.315692	0.496831	
79.3089	0.127861	-0.05578	0.156824	-0.416585	-0.316028	0.497695	
79.31	0.128035	-0.0562426	0.156473	-0.416031	-0.316447	0.498775	
79.31	0.128035	-0.0562428	0.156473	-0.416031	-0.316447	0.498776	
79.312	0.128348	-0.0570748	0.15584	-0.415034	-0.3172	0.500718	
79.313	0.128503	-0.0574886	0.155521	-0.41453	-0.317572	0.501683	
79.318	0.129277	-0.0595549	0.153929	-0.41201	-0.319425	0.506501	
79.3189	0.129413	-0.0599208	0.153645	-0.41156	-0.319752	0.507354	
79.32	0.129584	-0.0603778	0.15329	-0.410995	-0.320158	0.508419	
79.32	0.129584	-0.060378	0.153289	-0.410995	-0.320159	0.50842	
79.322	0.129891	-0.0612	0.152649	-0.409978	-0.320889	0.510335	
79.323	0.130042	-0.0616087	0.152327	-0.409465	-0.321251	0.511287	
79.328	0.1308	-0.0636495	0.150717	-0.406897	-0.323048	0.516038	
79.3289	0.130934	-0.0640108	0.150429	-0.406438	-0.323365	0.516878	
79.33	0.131101	-0.0644621	0.15007	-0.405863	-0.32376	0.517928	
79.33	0.131101	-0.0644623	0.15007	-0.405863	-0.32376	0.517929	
79.332	0.131401	-0.0652741	0.149422	-0.404827	-0.324469	0.519817	
79.333	0.13155	-0.0656776	0.149097	-0.404305	-0.324819	0.520755	
79.338	0.132291	-0.0676925	0.147468	-0.40169	-0.326561	0.525437	
79.3389	0.132422	-0.0680492	0.147178	-0.401222	-0.326868	0.526266	
79.34	0.132585	-0.0684947	0.146815	-0.400637	-0.327251	0.5273	
79.34	0.132585	-0.0684949	0.146815	-0.400637	-0.327251	0.527301	
79.342	0.132879	-0.0692962	0.14616	-0.399582	-0.327937	0.529161	
79.343	0.133024	-0.0696945	0.145831	-0.399051	-0.328276	0.530085	
79.348	0.133749	-0.071683	0.144186	-0.396389	-0.329964	0.534698	
79.3489	0.133877	-0.072035	0.143892	-0.395913	-0.33026	0.535514	
79.35	0.134037	-0.0724746	0.143525	-0.395318	-0.330631	0.536533	
79.35	0.134037	-0.0724748	0.143525	-0.395318	-0.330631	0.536534	
79.352	0.134324	-0.0732654	0.142864	-0.394245	-0.331295	0.538366	
79.353	0.134466	-0.0736583	0.142532	-0.393704	-0.331623	0.539276	
79.358	0.135175	-0.07562	0.14087	-0.390996	-0.333255	0.543818	
79.3589	0.1353	-0.0759672	0.140573	-0.390513	-0.333542	0.544622	
79.36	0.135456	-0.0764008	0.140203	-0.389907	-0.3339	0.545625	
79.36	0.135456	-0.076401	0.140202	-0.389907	-0.3339	0.545626	
79.362	0.135736	-0.0771808	0.139535	-0.388815	-0.334542	0.54743	
79.363	0.135875	-0.0775682	0.139199	-0.388266	-0.334859	0.548325	
79.368	0.136567	-0.0795026	0.137521	-0.385513	-0.336435	0.552796	
79.3689	0.136689	-0.0798449	0.137222	-0.385021	-0.336712	0.553587	
79.37	0.136841	-0.0802724	0.136848	-0.384406	-0.337058	0.554574	
79.37	0.136841	-0.0802726	0.136847	-0.384406	-0.337058	0.554574	
79.372	0.137115	-0.0810414	0.136173	-0.383296	-0.337678	0.55635	
79.373	0.13725	-0.0814233	0.135835	-0.382738	-0.337984	0.557231	
79.378	0.137925	-0.08333	0.134141	-0.379941	-0.339504	0.561629	
79.3789	0.138044	-0.0836673	0.133839	-0.379441	-0.339771	0.562407	
79.38	0.138193	-0.0840886	0.133462	-0.378816	-0.340105	0.563378	
79.38	0.138193	-0.0840888	0.133462	-0.378816	-0.340105	0.563378	
79.382	0.13846	-0.0848464	0.132781	-0.377689	-0.340703	0.565124	
79.383	0.138591	-0.0852227	0.13244	-0.377122	-0.340997	0.565991	
79.388	0.139249	-0.0871011	0.130731	-0.374281	-0.342462	0.570316	
79.3889	0.139365	-0.0874335	0.130427	-0.373774	-0.34272	0.57108	
79.39	0.13951	-0.0878484	0.130046	-0.373139	-0.343041	0.572035	
79.39	0.13951	-0.0878486	0.130046	-0.373138	-0.343041	0.572035	
79.392	0.13977	-0.0885949	0.12936	-0.371994	-0.343616	0.573752	
79.393	0.139899	-0.0889655	0.129015	-0.371418	-0.3439	0.574603	
79.398	0.140539	-0.0908153	0.127292	-0.368535	-0.34531	0.578854	
79.3989	0.140652	-0.0911425	0.126985	-0.36802	-0.345558	0.579605	
79.4	0.140793	-0.0915511	0.126601	-0.367376	-0.345866	0.580543	
79.4	0.140793	-0.0915513	0.126601	-0.367375	-0.345866	0.580544	
79.402	0.141047	-0.092286	0.125909	-0.366214	-0.34642	0.58223	
79.403	0.141172	-0.0926508	0.125562	-0.36563	-0.346692	0.583067	
79.408	0.141795	-0.0944716	0.123825	-0.362704	-0.348047	0.587242	
79.4089	0.141905	-0.0947936	0.123516	-0.362182	-0.348285	0.58798	
79.41	0.142042	-0.0951957	0.123129	-0.361528	-0.348581	0.588901	
79.41	0.142042	-0.0951959	0.123129	-0.361528	-0.348581	0.588902	
79.412	0.142288	-0.0959189	0.122432	-0.36035	-0.349113	0.590558	
79.413	0.14241	-0.0962778	0.122082	-0.359758	-0.349374	0.59138	
79.418	0.143016	-0.0980691	0.120332	-0.356791	-0.350674	0.595479	
79.4189	0.143123	-0.0983859	0.12002	-0.356261	-0.350902	0.596204	
79.42	0.143256	-0.0987814	0.11963	-0.355598	-0.351186	0.597108	
79.42	0.143256	-0.0987816	0.11963	-0.355598	-0.351186	0.597108	
79.422	0.143495	-0.0994927	0.118927	-0.354404	-0.351695	0.598734	
79.423	0.143613	-0.0998457	0.118575	-0.353803	-0.351946	0.59954	
79.428	0.144202	-0.101607	0.116812	-0.350795	-0.353191	0.603563	
79.4289	0.144305	-0.101919	0.116498	-0.350259	-0.353409	0.604273	
79.43	0.144435	-0.102307	0.116106	-0.349587	-0.353681	0.605161	
79.43	0.144435	-0.102308	0.116105	-0.349586	-0.353681	0.605161	
79.432	0.144667	-0.103007	0.115398	-0.348376	-0.354169	0.606756	
79.433	0.144781	-0.103354	0.115043	-0.347767	-0.354408	0.607547	
79.438	0.145352	-0.105085	0.113268	-0.34472	-0.355599	0.611492	
79.4389	0.145453	-0.105391	0.112952	-0.344176	-0.355807	0.612189	
79.44	0.145578	-0.105773	0.112557	-0.343496	-0.356067	0.613058	
79.44	0.145578	-0.105773	0.112557	-0.343495	-0.356067	0.613059	
79.442	0.145803	-0.10646	0.111844	-0.342269	-0.356533	0.614623	
79.443	0.145914	-0.106801	0.111487	-0.341653	-0.356762	0.615398	
79.448	0.146467	-0.108501	0.109701	-0.338566	-0.357898	0.619264	
79.4489	0.146564	-0.108802	0.109383	-0.338015	-0.358097	0.619947	
79.45	0.146686	-0.109177	0.108985	-0.337326	-0.358345	0.6208	
79.45	0.146686	-0.109177	0.108984	-0.337326	-0.358345	0.6208	
79.452	0.146904	-0.109852	0.108268	-0.336084	-0.358789	0.622333	
79.453	0.147011	-0.110186	0.107908	-0.33546	-0.359007	0.623092	
79.458	0.147546	-0.111856	0.106111	-0.332335	-0.360089	0.626879	
79.4589	0.14764	-0.112151	0.105791	-0.331778	-0.360279	0.627548	
79.46	0.147757	-0.112519	0.10539	-0.33108	-0.360515	0.628383	
79.46	0.147758	-0.112519	0.10539	-0.33108	-0.360515	0.628384	
79.462	0.147968	-0.113181	0.104669	-0.329823	-0.360938	0.629884	
79.463	0.148072	-0.11351	0.104308	-0.329191	-0.361145	0.630628	
79.468	0.148589	-0.115148	0.102499	-0.326029	-0.362173	0.634336	
79.4689	0.14868	-0.115437	0.102177	-0.325465	-0.362353	0.63499	
79.47	0.148793	-0.115798	0.101775	-0.324759	-0.362577	0.635807	
79.47	0.148793	-0.115799	0.101774	-0.324759	-0.362578	0.635808	
79.472	0.148997	-0.116448	0.101049	-0.323487	-0.362979	0.637276	
79.473	0.149097	-0.11677	0.100686	-0.322848	-0.363176	0.638004	
79.478	0.149596	-0.118376	0.0988676	-0.319649	-0.364151	0.641631	
79.4789	0.149684	-0.11866	0.098544	-0.319079	-0.364322	0.642272	
79.48	0.149793	-0.119014	0.098139	-0.318364	-0.364534	0.643071	
79.48	0.149793	-0.119014	0.0981388	-0.318364	-0.364534	0.643071	
79.482	0.149989	-0.119651	0.0974098	-0.317078	-0.364914	0.644508	
79.483	0.150086	-0.119966	0.0970444	-0.316432	-0.3651	0.645219	
79.488	0.150566	-0.12154	0.0952166	-0.313197	-0.366023	0.648766	
79.4889	0.150651	-0.121818	0.0948914	-0.31262	-0.366184	0.649392	
79.49	0.150756	-0.122165	0.0944844	-0.311898	-0.366385	0.650173	
79.49	0.150756	-0.122166	0.0944842	-0.311898	-0.366385	0.650173	
79.492	0.150945	-0.122789	0.0937514	-0.310597	-0.366744	0.651577	
79.493	0.151038	-0.123098	0.0933842	-0.309944	-0.36692	0.652272	
79.498	0.1515	-0.12464	0.0915475	-0.306674	-0.36779	0.655737	
79.4989	0.151581	-0.124912	0.0912206	-0.306091	-0.367942	0.656349	
79.5	0.151683	-0.125252	0.0908117	-0.305362	-0.368131	0.657112	
79.5	0.151683	-0.125252	0.0908115	-0.305361	-0.368131	0.657112	
79.502	0.151864	-0.125863	0.0900752	-0.304047	-0.36847	0.658484	
79.503	0.151953	-0.126165	0.0897063	-0.303387	-0.368635	0.659162	
79.508	0.152397	-0.127674	0.0878612	-0.300083	-0.369454	0.662545	
79.5089	0.152475	-0.12794	0.0875329	-0.299494	-0.369596	0.663142	
79.51	0.152572	-0.128272	0.0871221	-0.298756	-0.369774	0.663887	
79.51	0.152572	-0.128273	0.0871219	-0.298756	-0.369774	0.663887	
79.512	0.152747	-0.12887	0.0863823	-0.297428	-0.370092	0.665225	
79.513	0.152832	-0.129166	0.0860118	-0.296761	-0.370247	0.665887	
79.518	0.153257	-0.130641	0.0841588	-0.293424	-0.371014	0.669188	
79.5189	0.153332	-0.130902	0.083829	-0.292829	-0.371148	0.66977	
79.52	0.153425	-0.131227	0.0834166	-0.292084	-0.371314	0.670496	
79.52	0.153425	-0.131227	0.0834164	-0.292084	-0.371314	0.670497	
79.522	0.153592	-0.131811	0.0826737	-0.290743	-0.371612	0.671802	
79.523	0.153674	-0.1321	0.0823017	-0.29007	-0.371756	0.672447	
79.528	0.15408	-0.133542	0.0804412	-0.286699	-0.372473	0.675665	
79.5289	0.154152	-0.133796	0.0801102	-0.286099	-0.372598	0.676232	
79.53	0.154241	-0.134114	0.0796961	-0.285347	-0.372753	0.67694	
79.53	0.154241	-0.134114	0.0796959	-0.285347	-0.372753	0.67694	
79.532	0.1544	-0.134685	0.0789504	-0.283993	-0.37303	0.678212	
79.533	0.154478	-0.134967	0.0785771	-0.283313	-0.373165	0.678841	
79.538	0.154866	-0.136375	0.0767096	-0.279911	-0.373831	0.681974	
79.5389	0.154934	-0.136623	0.0763774	-0.279305	-0.373947	0.682527	
79.54	0.155019	-0.136933	0.0759618	-0.278546	-0.374091	0.683216	
79.54	0.155019	-0.136934	0.0759616	-0.278546	-0.374091	0.683216	
79.542	0.155171	-0.137491	0.0752135	-0.277179	-0.374348	0.684455	
79.543	0.155245	-0.137766	0.0748388	-0.276493	-0.374473	0.685066	
79.548	0.155615	-0.13914	0.0729649	-0.27306	-0.375089	0.688116	
79.5489	0.155679	-0.139382	0.0726316	-0.272449	-0.375197	0.688654	
79.55	0.15576	-0.139685	0.0722146	-0.271683	-0.375329	0.689324	
79.55	0.15576	-0.139685	0.0722145	-0.271683	-0.375329	0.689324	
79.552	0.155904	-0.140228	0.0714638	-0.270304	-0.375567	0.690529	
79.553	0.155975	-0.140497	0.0710879	-0.269612	-0.375682	0.691124	
79.558	0.156325	-0.141836	0.0692082	-0.266149	-0.376249	0.694089	
79.5589	0.156387	-0.142072	0.0688738	-0.265532	-0.376348	0.694611	
79.56	0.156463	-0.142367	0.0684556	-0.26476	-0.37647	0.695263	
79.56	0.156463	-0.142367	0.0684554	-0.26476	-0.37647	0.695263	
79.562	0.1566	-0.142897	0.0677024	-0.263369	-0.376688	0.696434	
79.563	0.156667	-0.143158	0.0673255	-0.262671	-0.376793	0.697012	
79.568	0.156999	-0.144463	0.0654403	-0.259179	-0.377312	0.699892	
79.5689	0.157057	-0.144693	0.065105	-0.258557	-0.377402	0.700399	
79.57	0.157129	-0.14498	0.0646856	-0.257779	-0.377513	0.701032	
79.57	0.157129	-0.14498	0.0646854	-0.257778	-0.377513	0.701032	
79.572	0.157258	-0.145495	0.0639304	-0.256376	-0.377712	0.702169	
79.573	0.157321	-0.14575	0.0635524	-0.255673	-0.377807	0.70273	
79.578	0.157634	-0.147019	0.0616622	-0.252152	-0.378279	0.705525	
79.5789	0.157689	-0.147243	0.0613261	-0.251525	-0.37836	0.706017	
79.58	0.157757	-0.147522	0.0609056	-0.25074	-0.37846	0.70663	
79.58	0.157757	-0.147522	0.0609054	-0.25074	-0.37846	0.706631	
79.582	0.157879	-0.148024	0.0601485	-0.249326	-0.37864	0.707733	
79.583	0.157938	-0.148271	0.0597697	-0.248617	-0.378726	0.708277	
79.588	0.158232	-0.149506	0.057875	-0.245069	-0.37915	0.710986	
79.5889	0.158283	-0.149723	0.0575381	-0.244437	-0.379223	0.711463	
